iter	Logloss
142	0.4574914439
143	0.4570257394
144	0.4566252623
145	0.4561765237
146	0.4557534793
147	0.4553041338
148	0.4548764329
149	0.4545323711
150	0.4539963381
151	0.4534884629
152	0.4530877379
153	0.4527889024
154	0.4522261903
155	0.4518886995
156	0.4515024518
157	0.4510233557
158	0.4507250173
159	0.4503568505
160	0.4499546616
161	0.4496271276
162	0.449284845
163	0.4488915882
164	0.4483662356
165	0.4478680037
166	0.4474562347
167	0.4471420151
168	0.446701134
169	0.4464287304
170	0.4460372405
171	0.4456383115
172	0.4452899517
173	0.4449085403
174	0.4443682648
175	0.4438085
176	0.4434361712
177	0.4429795153
178	0.442713964
179	0.4423892891
180	0.442056019
181	0.4415202202
182	0.4411888192
183	0.4409020815
184	0.4405977109
185	0.4402111485
186	0.4398084628
187	0.4395080719
188	0.4392302841
189	0.4389567437
190	0.4385825758
191	0.4381685132
192	0.4377915405
193	0.4374411258
194	0.4371920253
195	0.436955422
196	0.4367028442
197	0.4362348926
198	0.4358102335
199	0.435501388
200	0.4351873704
201	0.4348406149
202	0.4344815716
203	0.4341781117
204	0.4338928577
205	0.4335400321
206	0.4331195848
207	0.4328139734
208	0.4325688938
209	0.4322826804
210	0.4320072172
211	0.4317465833
212	0.4312962345
213	0.4310884638
214	0.4308556111
215	0.4306406181
216	0.4302363307
217	0.4300393282
218	0.4296574969
219	0.4293381176
220	0.4290987432
221	0.4289409377
222	0.4286656541
223	0.4283390343
224	0.4280470402
225	0.4278248751
226	0.4274917638
227	0.4273348041
228	0.4271617701
229	0.4269211654
230	0.4265715973
231	0.4263134502
232	0.4260652349
233	0.4258256653
234	0.4255466383
235	0.4252814177
236	0.4248777317
237	0.4246591524
238	0.4243233246
239	0.4240737378
240	0.423706303
241	0.4232376638
242	0.4229904383
243	0.4226599832
244	0.4223495668
245	0.422129942
246	0.4218186545
247	0.4215956107
248	0.4213845205
249	0.4210645484
250	0.4208996521
251	0.4205985564
252	0.4203656042
253	0.4200643349
254	0.419841599
255	0.4195806824
256	0.4193660213
257	0.4191956567
258	0.4188276831
259	0.4185332609
260	0.4182707679
261	0.4179414082
262	0.4178126306
263	0.4175038195
264	0.4173442601
265	0.417025454
266	0.4167640013
267	0.4165643957
268	0.4163193429
269	0.4161212179
270	0.4159713448
271	0.4157845362
272	0.4155130724
273	0.4152398578
274	0.414875782
275	0.4146337932
276	0.4144270158
277	0.4142151145
278	0.4139889128
279	0.4137875795
280	0.4135956021
281	0.4132957886
282	0.4131269175
283	0.4128948041
284	0.4126843438
285	0.4124368351
286	0.4120794162
287	0.4118424555
288	0.4116809608
289	0.4115083445
290	0.4112407921
291	0.4109893084
292	0.410823852
293	0.4106643275
294	0.4104459421
295	0.4102326208
296	0.4100305107
297	0.4097337395
298	0.4095113607
299	0.4093310244
300	0.4091408321
301	0.4089672073
302	0.4086480092
303	0.4084150841
304	0.4082342393
305	0.4080047811
306	0.4078227791
307	0.4076670407
308	0.407493428
309	0.4073436103
310	0.4071276303
311	0.406945477
312	0.406626405
313	0.4063311758
314	0.4060198702
315	0.4058455351
316	0.4056491869
317	0.4054694031
318	0.4052116924
319	0.4050282005
320	0.4048557143
321	0.4044488411
322	0.4040885997
323	0.4038454947
324	0.4037181857
325	0.4035618685
326	0.4032976344
327	0.4030603541
328	0.4027795072
329	0.4025876606
330	0.40237135
331	0.4021844494
332	0.401978484
333	0.4018081594
334	0.4016204836
335	0.4013815712
336	0.4011256057
337	0.4009373109
338	0.4007153148
339	0.4004048819
340	0.4001568569
341	0.3998822256
342	0.3997499878
343	0.3996603047
344	0.399530648
345	0.3993881182
346	0.3991748977
347	0.3989443686
348	0.3987669683
349	0.3984958532
350	0.3981863292
351	0.3980147639
352	0.3978018956
353	0.3976384705
354	0.3974983815
355	0.3972832999
356	0.3971339547
357	0.3969671783
358	0.3966908077
359	0.3964950474
360	0.3962228584
361	0.3960845833
362	0.3959280895
363	0.3957506179
364	0.3956143469
365	0.3953916183
366	0.3951497982
367	0.3948669281
368	0.3947587296
369	0.3945643447
370	0.3943679865
371	0.3942112719
372	0.3940776709
373	0.3938782583
374	0.3936969838
375	0.3935215015
376	0.3933309698
377	0.3930748681
378	0.3929093199
379	0.3926388121
380	0.3923297939
381	0.3921507228
382	0.3919619705
383	0.3917869269
384	0.3915990852
385	0.3914105767
386	0.3912339797
387	0.3910248502
388	0.3909023473
389	0.3907653127
390	0.3906002377
391	0.3904322979
392	0.3902292121
393	0.389965742
394	0.3898243218
395	0.3896484332
396	0.3895381293
397	0.3893561508
398	0.3891809998
399	0.3891595924
400	0.3889936513
401	0.3888273625
402	0.3887016916
403	0.3885092535
404	0.3883134949
405	0.3880376635
406	0.387855409
407	0.3876763513
408	0.3875095279
409	0.3873240937
410	0.3871870954
411	0.3870622074
412	0.3867729809
413	0.3866347286
414	0.3865094485
415	0.3862879943
416	0.3860851325
417	0.3857734535
418	0.3856747695
419	0.3855364406
420	0.3854191221
421	0.385268693
422	0.3850274604
423	0.3848679549
424	0.3847319649
425	0.3845746975
426	0.3844871751
427	0.3842688624
428	0.3841539697
429	0.3839366682
430	0.3837987969
431	0.3835133943
432	0.3834090547
433	0.3832529197
434	0.3831071097
435	0.3829108946
436	0.3827599911
437	0.3826548712
438	0.382489938
439	0.3823330006
440	0.382096048
441	0.3819037874
442	0.3816501305
443	0.3814165608
444	0.3812564113
445	0.381104373
446	0.3810118787
447	0.380906224
448	0.3806976089
449	0.3805338437
450	0.3803872892
451	0.3803048998
452	0.3801698086
453	0.3799630185
454	0.3797118456
455	0.3795711514
456	0.3793215976
457	0.3791896007
458	0.3789705047
459	0.3787697422
460	0.3785956454
461	0.3784055684
462	0.3782003701
463	0.3780471203
464	0.3778494171
465	0.3777141048
466	0.3775556901
467	0.3774245411
468	0.3772200987
469	0.377030303
470	0.3769019056
471	0.376807388
472	0.3766186358
473	0.376486108
474	0.3762655504
475	0.3761344097
476	0.3759738215
477	0.375871835
478	0.375776068
479	0.3756624858
480	0.3754492784
481	0.3753254767
482	0.3752143971
483	0.3750229048
484	0.3748874653
485	0.3747542924
486	0.3746208528
487	0.3744138041
488	0.3741786511
489	0.3740739857
490	0.373959213
491	0.3737887319
492	0.3736133078
493	0.3735135494
494	0.3734363371
495	0.3733145684
496	0.373167292
497	0.373007214
498	0.3727821674
499	0.372715332
500	0.3725793788
501	0.3724111539
502	0.3722992704
503	0.3721952331
504	0.3719844648
505	0.3718432998
506	0.3716067663
507	0.3715194425
508	0.3713539112
509	0.3711679005
510	0.3709967779
511	0.37083302
512	0.3706779966
513	0.3705182034
514	0.3703055382
515	0.3701092315
516	0.3699966491
517	0.3698015606
518	0.3696654993
519	0.369531996
520	0.3693978111
521	0.3692454281
522	0.3690935973
523	0.3689428923
524	0.3686981036
525	0.3685837116
526	0.3684458057
527	0.3683326632
528	0.3681573353
529	0.3679126418
530	0.3677262751
531	0.3676301527
532	0.3674193709
533	0.3672973008
534	0.3670928896
535	0.366993641
536	0.3668363941
537	0.3667016971
538	0.3666167031
539	0.3664419452
540	0.366228682
541	0.3660289576
542	0.3658633519
543	0.3657124056
544	0.3655809575
545	0.3654440981
546	0.365306753
547	0.365165678
548	0.365051566
549	0.3649404695
550	0.364755917
551	0.3646617012
552	0.3645746501
553	0.3644754415
554	0.3643432001
555	0.364277228
556	0.3640860446
557	0.363971169
558	0.3638516228
559	0.3636614622
560	0.3635528792
561	0.3633695526
562	0.3632264712
563	0.3630876122
564	0.3629518432
565	0.3628285436
566	0.3627015461
567	0.3625588616
568	0.3624782782
569	0.3623004411
570	0.3621939282
571	0.362102427
572	0.3619656368
573	0.3618600287
574	0.3616806898
575	0.3615784405
576	0.3614579254
577	0.3613124415
578	0.3610994917
579	0.3609229878
580	0.360782468
581	0.3606765665
582	0.3604972952
583	0.3603377105
584	0.3602370157
585	0.3600813788
586	0.3599384479
587	0.3597464735
588	0.3596103692
589	0.3595159167
590	0.359443939
591	0.3592789778
592	0.3591623377
593	0.359080559
594	0.3589878836
595	0.3588656694
596	0.3587778236
597	0.35863302
598	0.3584449476
599	0.3582912554
600	0.3580930312
601	0.3579477709
602	0.3578537345
603	0.3576670493
604	0.3575914907
605	0.3574293961
606	0.3573000067
607	0.3571577883
608	0.3570064033
609	0.3568714907
610	0.3567218758
611	0.3565429873
612	0.3563450396
613	0.356202564
614	0.3561138632
615	0.3559680728
616	0.3558603236
617	0.3557035449
618	0.3555894323
619	0.3554884234
620	0.355408365
621	0.3552668264
622	0.3551275894
623	0.3550509505
624	0.3549273392
625	0.3547982801
626	0.3546411456
627	0.3544168429
628	0.354305842
629	0.354206665
630	0.3540848547
631	0.3538827626
632	0.353723483
633	0.3535884358
634	0.3535419646
635	0.3534138869
636	0.3532757207
637	0.3532005753
638	0.353061275
639	0.3529550411
640	0.3528469422
641	0.3527323816
642	0.3526322294
643	0.3525275923
644	0.3524409142
645	0.3523663425
646	0.352243374
647	0.3520701851
648	0.3519128183
649	0.3517623711
650	0.3515986702
651	0.3514091898
652	0.3512857202
653	0.3511471696
654	0.35109175
655	0.3509463999
656	0.3508443548
657	0.3507283095
658	0.3505614086
659	0.3503662936
660	0.3502403705
661	0.3502005939
662	0.3500980571
663	0.3498891219
664	0.3497099274
665	0.3495871603
666	0.3494977726
667	0.3493517254
668	0.3492108214
669	0.3490532446
670	0.348968007
671	0.3487677931
672	0.3487331753
673	0.348610151
674	0.3484841757
675	0.3484112865
676	0.3483327466
677	0.3482349337
678	0.3481236216
679	0.3479789331
680	0.3478198575
681	0.3476700522
682	0.3474873724
683	0.3473869376
684	0.3472142375
685	0.3471036595
686	0.3470005773
687	0.346828585
688	0.3466321176
689	0.3464661078
690	0.3463493546
691	0.3461874739
692	0.3460800578
693	0.3459740286
694	0.3459124927
695	0.3458340708
696	0.3457217314
697	0.3456435708
698	0.3454731491
699	0.3452654384
700	0.3451748005
701	0.3450748427
702	0.3448455162
703	0.3447300279
704	0.3446033082
705	0.3444688608
706	0.3443203081
707	0.344153285
708	0.3440589653
709	0.3439308214
710	0.34392406
711	0.3438644377
712	0.343715006
713	0.343535911
714	0.3434610519
715	0.3432570972
716	0.3431185463
717	0.3430311894
718	0.3429452785
719	0.3428771029
720	0.3427583563
721	0.3426882016
722	0.3425786132
723	0.342476947
724	0.3423440751
725	0.3421841045
726	0.342104559
727	0.3420008868
728	0.3419512801
729	0.3418270337
730	0.3416362581
731	0.3415492719
732	0.3413739383
733	0.3412591929
734	0.3411173722
735	0.3410074818
736	0.3408528129
737	0.3407767197
738	0.3406177714
739	0.3405830982
740	0.3405273073
741	0.34046552
742	0.3403825282
743	0.3402863685
744	0.3400812574
745	0.3399673068
746	0.3398591428
747	0.3398282774
748	0.3397200438
749	0.3395810413
750	0.3395239425
751	0.3393547304
752	0.3392161773
753	0.339176983
754	0.3390430268
755	0.3388978589
756	0.3388653488
757	0.3387136187
758	0.3386379721
759	0.3384999565
760	0.3383947753
761	0.3383517926
762	0.3382384963
763	0.3381033316
764	0.3379789417
765	0.3378421974
766	0.3376894209
767	0.3374554366
768	0.3373442476
769	0.3372047279
770	0.3370283944
771	0.3368397918
772	0.3366799866
773	0.3365913158
774	0.3365218785
775	0.3363728446
776	0.3362426547
777	0.33618768
778	0.336057783
779	0.33602431
780	0.3358479911
781	0.3357861558
782	0.3357221712
783	0.3356085428
784	0.3355049175
785	0.335481104
786	0.3352650028
787	0.3352017373
788	0.3350938713
789	0.334936685
790	0.3348819866
791	0.3347559549
792	0.3345729879
793	0.3344752741
794	0.334316517
795	0.3342050752
796	0.3340524162
797	0.3339903001
798	0.3338169094
799	0.3337064054
800	0.333586886
801	0.3334807211
802	0.3334534431
803	0.333357778
804	0.3332696748
805	0.3330933585
806	0.3329586648
807	0.3328183006
808	0.3327170954
809	0.3326227297
810	0.3324536179
811	0.3323085162
812	0.3322727779
813	0.3321263877
814	0.3319858811
815	0.3318520474
816	0.3317371814
817	0.331638483
818	0.3315268482
819	0.3314029975
820	0.3313192078
821	0.3312618432
822	0.3311391459
823	0.3310332927
824	0.3308889138
825	0.3307727234
826	0.3307194352
827	0.3305563034
828	0.3305153605
829	0.3303784107
830	0.3303323252
831	0.3302168529
832	0.3301826531
833	0.3300365705
834	0.3298544691
835	0.3296602727
836	0.32955918
837	0.3295181376
838	0.329479995
839	0.3293104852
840	0.3291615173
841	0.3290723119
842	0.3288930549
843	0.3287319767
844	0.328638958
845	0.3284670991
846	0.3284193194
847	0.3283005746
848	0.3281713266
849	0.3280102811
850	0.3278370455
851	0.3276652525
852	0.3275179588
853	0.3273862421
854	0.3272763769
855	0.3272464918
856	0.327108092
857	0.3270168079
858	0.3268957557
859	0.3267541849
860	0.3266237309
861	0.326460238
862	0.3262997859
863	0.3261478396
864	0.3259677107
865	0.3258124375
866	0.3257000439
867	0.3255534285
868	0.3253831351
869	0.3253547083
870	0.3253270288
871	0.3252467554
872	0.3250844057
873	0.3249956745
874	0.3248926047
875	0.3247783523
876	0.3246595296
877	0.3244988114
878	0.3244094975
879	0.3242530465
880	0.3240349716
881	0.3238840281
882	0.3237448788
883	0.3235736405
884	0.3234749659
885	0.3234563047
886	0.3232809043
887	0.3231401659
888	0.3229991203
889	0.322989934
890	0.3228434259
891	0.3227176341
892	0.3225625702
893	0.3224102735
894	0.3222600781
895	0.3220753563
896	0.3220370509
897	0.3219061638
898	0.3217394757
899	0.3215909704
900	0.3214994602
901	0.3214914359
902	0.3213581491
903	0.3212463667
904	0.3210858229
905	0.3209400382
906	0.3208370041
907	0.3207105041
908	0.3206731997
909	0.3205226252
910	0.3203669859
911	0.3202613968
912	0.3202439689
913	0.3201455336
914	0.3200947535
915	0.3200874148
916	0.3199839213
917	0.3198961202
918	0.3197643553
919	0.3196531071
920	0.3195541485
921	0.3194676672
922	0.3193207432
923	0.3191480439
924	0.3190017027
925	0.3188464804
926	0.3187262987
927	0.3185898303
928	0.3184865701
929	0.3183283889
930	0.3181898964
931	0.3181087024
932	0.3179808551
933	0.3179604742
934	0.3178058954
935	0.3176550948
936	0.3175479204
937	0.3173895303
938	0.3172424087
939	0.317143115
940	0.3170013283
941	0.3169171925
942	0.3167678517
943	0.3167399778
944	0.3166305343
945	0.3164751457
946	0.3163143573
947	0.3161802557
948	0.3160333863
949	0.3158874305
950	0.3158485088
951	0.3157030303
952	0.315574059
953	0.3154408339
954	0.3153225943
955	0.3151925058
956	0.3150695126
957	0.3149146311
958	0.3148343098
959	0.3147132613
960	0.3146151695
961	0.3145286581
962	0.3143878614
963	0.314274381
964	0.3141446867
965	0.3139687153
966	0.3138239079
967	0.3136899302
968	0.3135622261
969	0.3134112483
970	0.313272536
971	0.3131984292
972	0.3130787612
973	0.3129598301
974	0.3128876028
975	0.3127433566
976	0.3125598449
977	0.3125517158
978	0.3124359653
979	0.3122890051
980	0.3121770162
981	0.3121550065
982	0.3121241274
983	0.3119845054
984	0.3118101067
985	0.3116566192
986	0.3114860538
987	0.3114669527
988	0.3113390333
989	0.3112593683
990	0.3111762683
991	0.3110214875
992	0.3108689861
993	0.310762441
994	0.3106621668
995	0.3105207006
996	0.3103855586
997	0.3102839013
998	0.310183152
999	0.3100638692
1000	0.3099693597
1001	0.3099020648
1002	0.3097411999
1003	0.3095930097
1004	0.3094872765
1005	0.3093568165
1006	0.3092551085
1007	0.3091251074
1008	0.3089787422
1009	0.3088765842
1010	0.3087649368
1011	0.3086796066
1012	0.3085331523
1013	0.3083848229
1014	0.3082304434
1015	0.3080721562
1016	0.3079651297
1017	0.3078454647
1018	0.307702035
1019	0.3075857336
1020	0.3075649983
1021	0.3073923497
1022	0.3072397624
1023	0.3070975068
1024	0.3070200337
1025	0.3068795329
1026	0.3067228343
1027	0.3066731332
1028	0.306643438
1029	0.3065249506
1030	0.3065186446
1031	0.3064745354
1032	0.3063181749
1033	0.3062346329
1034	0.3061492595
1035	0.3060217982
1036	0.3058948339
1037	0.3058451915
1038	0.3057689691
1039	0.3056042728
1040	0.3054748227
1041	0.3053545151
1042	0.3052595209
1043	0.3051368449
1044	0.3049963528
1045	0.3048907352
1046	0.3047816814
1047	0.3046335126
1048	0.3044997333
1049	0.3044902767
1050	0.3043536054
1051	0.3042849931
1052	0.3042015673
1053	0.3040542838
1054	0.3039131787
1055	0.3037621503
1056	0.3036330144
1057	0.3035023902
1058	0.3034349382
1059	0.3033040699
1060	0.3031588095
1061	0.3030404644
1062	0.3028894621
1063	0.3027821033
1064	0.3026626091
1065	0.302528192
1066	0.3024220904
1067	0.3023403987
1068	0.3022320977
1069	0.302096453
1070	0.3019232524
1071	0.3018070726
1072	0.3016766454
1073	0.301555888
1074	0.3014272483
1075	0.3013270547
1076	0.301252871
1077	0.3011424943
1078	0.3010125553
1079	0.3008801616
1080	0.300734431
1081	0.3006576978
1082	0.3005309066
1083	0.3004466631
1084	0.3003509311
1085	0.3002777186
1086	0.3002019988
1087	0.3000782489
1088	0.3000249028
1089	0.2999726123
1090	0.2999535001
1091	0.2998540882
1092	0.299736912
1093	0.2996501186
1094	0.2995301289
1095	0.2994376776
1096	0.2993234296
1097	0.2992068482
1098	0.2990447242
1099	0.2989649789
1100	0.2989458789
1101	0.2988294012
1102	0.2987287665
1103	0.2986450965
1104	0.2985381363
1105	0.2984229473
1106	0.2982961294
1107	0.2982160124
1108	0.2980999085
1109	0.2979917656
1110	0.2978834353
1111	0.2977778405
1112	0.2976853001
1113	0.2975710548
1114	0.2974026252
1115	0.2973509333
1116	0.2972432957
1117	0.2971360043
1118	0.2971177666
1119	0.2969888887
1120	0.2968874333
1121	0.2967882597
1122	0.2966550097
1123	0.296556817
1124	0.2964473415
1125	0.2963422214
1126	0.2962012317
1127	0.2960772206
1128	0.2959043394
1129	0.2958154805
1130	0.2957127626
1131	0.2956962136
1132	0.295605589
1133	0.2954668021
1134	0.2953597072
1135	0.2952482646
1136	0.295127846
1137	0.2950461476
1138	0.2949474567
1139	0.2948145932
1140	0.294701779
1141	0.2946979645
1142	0.2946030725
1143	0.2945013554
1144	0.2943736616
1145	0.2942824943
1146	0.2941800344
1147	0.2940283049
1148	0.2939529925
1149	0.2938625718
1150	0.2937916452
1151	0.2937027275
1152	0.2936078086
1153	0.2934985312
1154	0.2933767945
1155	0.2932180448
1156	0.2931443064
1157	0.2930346552
1158	0.2929312669
1159	0.292888626
1160	0.2928046933
1161	0.2926365263
1162	0.2925332183
1163	0.2924338153
1164	0.2923354308
1165	0.2922406285
1166	0.2921513275
1167	0.2920737566
1168	0.2919516669
1169	0.2919321417
1170	0.291832992
1171	0.2917319249
1172	0.2916450186
1173	0.2915279121
1174	0.2914392028
1175	0.2913369549
1176	0.2912191801
1177	0.2911431682
1178	0.2910337492
1179	0.2909220842
1180	0.290829269
1181	0.2907025852
1182	0.2905846572
1183	0.2904211501
1184	0.2904178936
1185	0.2902868121
1186	0.2901688116
1187	0.2901505404
1188	0.2900423098
1189	0.2899489746
1190	0.2898584753
1191	0.289773287
1192	0.2896549466
1193	0.2895251571
1194	0.2894233602
1195	0.2892995611
1196	0.2892211508
1197	0.2890739602
1198	0.2889608832
1199	0.2888847933
1200	0.2887307842
1201	0.2886426266
1202	0.2885563311
1203	0.2884162315
1204	0.28833615
1205	0.2882693196
1206	0.2881932282
1207	0.2880522439
1208	0.287970665
1209	0.287826863
1210	0.2877404093
1211	0.2876971766
1212	0.2876285691
1213	0.287537846
1214	0.2874220309
1215	0.2873239354
1216	0.287251204
1217	0.2871575271
1218	0.2871434008
1219	0.2870127727
1220	0.2869258136
1221	0.2868316294
1222	0.2867219569
1223	0.2866104479
1224	0.2865226642
1225	0.2864444316
1226	0.2864301879
1227	0.2864199789
1228	0.2863163654
1229	0.2861632847
1230	0.286027731
1231	0.2859749441
1232	0.285916132
1233	0.2858087406
1234	0.2857390021
1235	0.2856576599
1236	0.2855510431
1237	0.2855488545
1238	0.2854621147
1239	0.2853928741
1240	0.2852744447
1241	0.2851807696
1242	0.2851085453
1243	0.2849885575
1244	0.2849027716
1245	0.2848258686
1246	0.2847473087
1247	0.2846645183
1248	0.2845940718
1249	0.2845351501
1250	0.2844406385
1251	0.2843524815
1252	0.284261315
1253	0.2841746436
1254	0.2840691551
1255	0.2840001245
1256	0.2838793636
1257	0.2837999488
1258	0.2836781493
1259	0.2835822484
1260	0.2835160424
1261	0.2834270593
1262	0.2834199812
1263	0.2833106674
1264	0.283293461
1265	0.283213998
1266	0.2831372358
1267	0.2830376976
1268	0.2830348418
1269	0.28290699
1270	0.282791341
1271	0.2826547155
1272	0.2825672519
1273	0.2825522761
1274	0.2824869785
1275	0.2823743756
1276	0.2822764796
1277	0.2822039766
1278	0.2821153518
1279	0.2819964038
1280	0.2818793067
1281	0.2817070031
1282	0.2816275287
1283	0.281556557
1284	0.2814809415
1285	0.281428566
1286	0.281304262
1287	0.281206784
1288	0.281098945
1289	0.2810077585
1290	0.2809362417
1291	0.2808481622
1292	0.2807510929
1293	0.2806367071
1294	0.2805789268
1295	0.2805111539
1296	0.2804032539
1297	0.2802969816
1298	0.2802406811
1299	0.2801283905
1300	0.2800178513
1301	0.2798864286
1302	0.2797887964
1303	0.2796732805
1304	0.2795329977
1305	0.2795178348
1306	0.2794136144
1307	0.2793420007
1308	0.2792515953
1309	0.2791166214
1310	0.2790157222
1311	0.2789286328
1312	0.2788572962
1313	0.278751584
1314	0.2786720306
1315	0.2785902151
1316	0.2785314952
1317	0.2784181864
1318	0.2783539061
1319	0.2782979564
1320	0.2782364697
1321	0.2781659309
1322	0.2780723668
1323	0.2779771926
1324	0.2778791325
1325	0.2777979816
1326	0.2777153417
1327	0.2776872457
1328	0.2776844356
1329	0.2775856032
1330	0.277488868
1331	0.2774211595
1332	0.2773440479
1333	0.2772023814
1334	0.2770774062
1335	0.2769556389
1336	0.2768829613
1337	0.2767933004
1338	0.2767027902
1339	0.2765879077
1340	0.2764999448
1341	0.2764309283
1342	0.2763420442
1343	0.2762458078
1344	0.2761228829
1345	0.2760208103
1346	0.2759681974
1347	0.2759059553
1348	0.2757840117
1349	0.2757109612
1350	0.2756102502
1351	0.2755158252
1352	0.2754151392
1353	0.2753628619
1354	0.2752921199
1355	0.2752041093
1356	0.2751270599
1357	0.2750267537
1358	0.2749435447
1359	0.2748701616
1360	0.2747470393
1361	0.2746708995
1362	0.2745706368
1363	0.2744974934
1364	0.2744105824
1365	0.2743611321
1366	0.2742733531
1367	0.2741943927
1368	0.2741088035
1369	0.2741023735
1370	0.2740048329
1371	0.2739137262
1372	0.2738339886
1373	0.2738030551
1374	0.273719213
1375	0.2736156025
1376	0.2735033863
1377	0.2734414585
1378	0.2733700622
1379	0.2732879956
1380	0.2731427666
1381	0.2730456628
1382	0.2729670067
1383	0.2728961408
1384	0.2727884465
1385	0.2727133896
1386	0.2725931482
1387	0.2725326384
1388	0.2724125324
1389	0.2723353189
1390	0.2722476771
1391	0.2721814151
1392	0.2721106593
1393	0.2719712335
1394	0.2718840795
1395	0.2718074944
1396	0.2717203864
1397	0.2716081825
1398	0.2715183522
1399	0.2714401709
1400	0.2713551002
1401	0.2713265918
1402	0.2712197418
1403	0.2712172901
1404	0.2712041517
1405	0.271111344
1406	0.270998424
1407	0.2709258707
1408	0.270857486
1409	0.2707879984
1410	0.2707186738
1411	0.2706428462
1412	0.2705847144
1413	0.2705003107
1414	0.2703859773
1415	0.2703097506
1416	0.2702355655
1417	0.2701819283
1418	0.2701705634
1419	0.2700949683
1420	0.2699862992
1421	0.2699255461
1422	0.2698467497
1423	0.269832906
1424	0.2697516814
1425	0.2696497938
1426	0.2695582438
1427	0.2694798678
1428	0.2694662989
1429	0.2693830387
1430	0.2692980746
1431	0.2692011654
1432	0.2691965072
1433	0.2691018456
1434	0.2689955711
1435	0.2689141134
1436	0.2688292796
1437	0.2687556242
1438	0.2686738207
1439	0.2686011158
1440	0.2685377698
1441	0.2684447985
1442	0.2683059295
1443	0.2682263028
1444	0.2681271617
1445	0.2681247853
1446	0.2680418502
1447	0.2680363736
1448	0.2679738873
1449	0.2678878027
1450	0.2678000502
1451	0.267711203
1452	0.2676291603
1453	0.2676237255
1454	0.2675442512
1455	0.2674783795
1456	0.2674304695
1457	0.2673525196
1458	0.2672711568
1459	0.2671675067
1460	0.2670986928
1461	0.2670384827
1462	0.2669437624
1463	0.2668523946
1464	0.2667874208
1465	0.2667417182
1466	0.2666629834
1467	0.2666003762
1468	0.2665237538
1469	0.2664280231
1470	0.2663382204
1471	0.2662257609
1472	0.2661411248
1473	0.2660579219
1474	0.2659631929
1475	0.2658465094
1476	0.2658435555
1477	0.2657523203
1478	0.2656649297
1479	0.2655960961
1480	0.2655081239
1481	0.2654391223
1482	0.2653427423
1483	0.2652735469
1484	0.2652079948
1485	0.2651363966
1486	0.2650131576
1487	0.2649201719
1488	0.264867517
1489	0.2647907369
1490	0.2646823562
1491	0.2645764743
1492	0.2644839462
1493	0.264419148
1494	0.2643285681
1495	0.2642676383
1496	0.2641628578
1497	0.2640902319
1498	0.2639989057
1499	0.2639785467
1500	0.2639153924
1501	0.263829721
1502	0.2637516497
1503	0.2636963476
1504	0.2636328951
1505	0.2635611843
1506	0.2635044514
1507	0.2634275961
1508	0.263331566
1509	0.2632186191
1510	0.2631551996
1511	0.2630747303
