iter	Logloss
1512	0.2630041477
1513	0.2629397365
1514	0.2628824324
1515	0.2628100349
1516	0.2626879256
1517	0.262621756
1518	0.2625363274
1519	0.2624512602
1520	0.2623815988
1521	0.2622746011
1522	0.26223476
1523	0.2621482037
1524	0.262063275
1525	0.2620057743
1526	0.2619217788
1527	0.2618697241
1528	0.2618542738
1529	0.2617816216
1530	0.2617081121
1531	0.2616506206
1532	0.261569484
1533	0.2614986436
1534	0.2614254497
1535	0.2613171651
1536	0.2612333333
1537	0.2611683303
1538	0.2610821225
1539	0.2609998677
1540	0.260974539
1541	0.2609010504
1542	0.2608186921
1543	0.2607399472
1544	0.2606596378
1545	0.2605793845
1546	0.2605145952
1547	0.2604337256
1548	0.2603704455
1549	0.2602958874
1550	0.2602068528
1551	0.2601149932
1552	0.2600489082
1553	0.2599893221
1554	0.259888916
1555	0.2598180146
1556	0.2597547431
1557	0.2596471969
1558	0.2595631179
1559	0.2594996994
1560	0.2594295561
1561	0.2593600405
1562	0.2592495032
1563	0.2591972753
1564	0.2591359737
1565	0.2590641359
1566	0.2590358741
1567	0.2589588834
1568	0.2588980395
1569	0.2588122007
1570	0.2587583742
1571	0.2586872738
1572	0.2586250764
1573	0.2585343986
1574	0.258469827
1575	0.258392976
1576	0.2582928431
1577	0.258235336
1578	0.2581691907
1579	0.2580898514
1580	0.2580554288
1581	0.2579907384
1582	0.2579219377
1583	0.2578366563
1584	0.257778447
1585	0.2577131551
1586	0.2576518016
1587	0.2575734341
1588	0.2575056143
1589	0.2574441892
1590	0.2573357568
1591	0.2572686907
1592	0.2572081334
1593	0.2571507505
1594	0.2570929074
1595	0.256994245
1596	0.2569412656
1597	0.2568843182
1598	0.2568271898
1599	0.2567413009
1600	0.2566635912
1601	0.2565871316
1602	0.2564795639
1603	0.256400786
1604	0.2563386384
1605	0.2563018577
1606	0.256268028
1607	0.2561769561
1608	0.2560951646
1609	0.2560162561
1610	0.2559343985
1611	0.2559228631
1612	0.2558438195
1613	0.2557992286
1614	0.255748037
1615	0.2556885481
1616	0.2555574172
1617	0.2554963691
1618	0.2554390004
1619	0.2553838992
1620	0.2553133426
1621	0.2552581633
1622	0.2551993622
1623	0.2551461572
1624	0.2550726118
1625	0.2550035945
1626	0.2549315615
1627	0.2548914879
1628	0.2548564307
1629	0.2547920746
1630	0.2547245865
1631	0.2545962091
1632	0.2545414913
1633	0.2544675592
1634	0.2543800427
1635	0.2543286086
1636	0.254229631
1637	0.2541211598
1638	0.2540558439
1639	0.2539829303
1640	0.2539012831
1641	0.253836589
1642	0.2537786891
1643	0.2537023411
1644	0.253640857
1645	0.2535756347
1646	0.2535127012
1647	0.2534132815
1648	0.2533681373
1649	0.2532898527
1650	0.2532007079
1651	0.2531079268
1652	0.2530431638
1653	0.2529756287
1654	0.2528728756
1655	0.2527494772
1656	0.2526375958
1657	0.2525883586
1658	0.2525372893
1659	0.2524594803
1660	0.2523830053
1661	0.2523394032
1662	0.2522830068
1663	0.2521886814
1664	0.2521497853
1665	0.2520915717
1666	0.2520030582
1667	0.2519239972
1668	0.2518620514
1669	0.2518154446
1670	0.2517597821
1671	0.2516935292
1672	0.2515950261
1673	0.2515364459
1674	0.2514449393
1675	0.2513895991
1676	0.2513367396
1677	0.2512633396
1678	0.2511782572
1679	0.2510866728
1680	0.2509834813
1681	0.2509113271
1682	0.2508293247
1683	0.2507724207
1684	0.2506816407
1685	0.2506205487
1686	0.2505691966
1687	0.2505056152
1688	0.250419769
1689	0.2503808195
1690	0.2503000499
1691	0.2502404754
1692	0.2501928248
1693	0.250139204
1694	0.2500879032
1695	0.2499741055
1696	0.2498748773
1697	0.2497608693
1698	0.2497171188
1699	0.2496463209
1700	0.2495721529
1701	0.2495036574
1702	0.2494104753
1703	0.2493231927
1704	0.249240783
1705	0.2491529819
1706	0.249083969
1707	0.2490245402
1708	0.248954501
1709	0.2488861219
1710	0.2488366151
1711	0.2487661636
1712	0.2487195678
1713	0.2486606599
1714	0.2485701156
1715	0.248498653
1716	0.2484436774
1717	0.2483693258
1718	0.2483053238
1719	0.2482408927
1720	0.2481436687
1721	0.2480400039
1722	0.2479663653
1723	0.247925539
1724	0.2478617382
1725	0.2477646882
1726	0.2477033819
1727	0.2476504673
1728	0.2475865684
1729	0.2475181777
1730	0.2474513355
1731	0.2473869883
1732	0.2473039036
1733	0.2472417542
1734	0.2471872329
1735	0.2471521628
1736	0.2470706833
1737	0.2470180303
1738	0.2469538965
1739	0.2469022588
1740	0.2468499851
1741	0.2467849266
1742	0.2467141609
1743	0.2466628439
1744	0.2465902458
1745	0.2465114775
1746	0.2464435145
1747	0.2463598389
1748	0.2463175204
1749	0.2462344515
1750	0.2461757006
1751	0.2461388502
1752	0.246065379
1753	0.2459830519
1754	0.2459192446
1755	0.2458606654
1756	0.245809179
1757	0.2457553538
1758	0.2456808695
1759	0.2456126217
1760	0.2455469905
1761	0.2454686172
1762	0.2454134718
1763	0.2453590435
1764	0.2452573497
1765	0.2451911302
1766	0.2451180836
1767	0.2450180436
1768	0.2449713424
1769	0.2448981201
1770	0.244830045
1771	0.244747712
1772	0.2446735021
1773	0.2445972663
1774	0.2445168048
1775	0.2444407228
1776	0.2443538176
1777	0.2442966131
1778	0.2442158482
1779	0.2441316777
1780	0.2440781075
1781	0.2440146277
1782	0.2439453126
1783	0.2438914213
1784	0.2437706
1785	0.2437032663
1786	0.2436469259
1787	0.2435810265
1788	0.2435312428
1789	0.2434669854
1790	0.2433656284
1791	0.2433044943
1792	0.243245606
1793	0.2431780822
1794	0.2431098728
1795	0.2430583293
1796	0.2429961285
1797	0.2429072479
1798	0.2428167652
1799	0.2427539195
1800	0.2426887199
1801	0.2426018743
1802	0.2425507373
1803	0.2424858607
1804	0.242425745
1805	0.2423915045
1806	0.2423224534
1807	0.2422646142
1808	0.2421915735
1809	0.2421095219
1810	0.2420625639
1811	0.2420139603
1812	0.2419628619
1813	0.2419132491
1814	0.2418237239
1815	0.2417148126
1816	0.2416490933
1817	0.2415900019
1818	0.2415262884
1819	0.2414733332
1820	0.2413976387
1821	0.2413326743
1822	0.2412816263
1823	0.2412329429
1824	0.2411815225
1825	0.2411127299
1826	0.2410541233
1827	0.2409821859
1828	0.240925043
1829	0.2408507874
1830	0.2407965299
1831	0.2407077381
1832	0.2406427331
1833	0.2406127003
1834	0.2405428281
1835	0.2405056573
1836	0.2404744336
1837	0.2404148406
1838	0.2403550433
1839	0.240293745
1840	0.2402333642
1841	0.2401461905
1842	0.2400953298
1843	0.2400150281
1844	0.2399334391
1845	0.2398886654
1846	0.2398295333
1847	0.2397643343
1848	0.2396967467
1849	0.2396445229
1850	0.2395848193
1851	0.2395010983
1852	0.2394751686
1853	0.239416202
1854	0.2393859367
1855	0.23935119
1856	0.239236228
1857	0.2392167022
1858	0.2391450548
1859	0.2390899516
1860	0.2389947639
1861	0.2389368597
1862	0.2388538253
1863	0.2387700537
1864	0.238700598
1865	0.2386445619
1866	0.238563778
1867	0.2384649967
1868	0.2383932159
1869	0.2382921665
1870	0.2382197475
1871	0.2381689253
1872	0.2380959188
1873	0.2380387147
1874	0.2379581431
1875	0.2379029587
1876	0.2378432671
1877	0.2378097337
1878	0.2377389269
1879	0.2376605185
1880	0.237610461
1881	0.2375544383
1882	0.2374838082
1883	0.2374315411
1884	0.237389411
1885	0.2373140476
1886	0.2372410865
1887	0.2371947912
1888	0.2371219901
1889	0.2370648194
1890	0.2370110285
1891	0.2369437748
1892	0.2368775147
1893	0.2368392041
1894	0.2367785504
1895	0.2367340174
1896	0.2366929709
1897	0.236652054
1898	0.2366092415
1899	0.2365206933
1900	0.2364595022
1901	0.2364043224
1902	0.2363531871
1903	0.2362560154
1904	0.2361765848
1905	0.2360913135
1906	0.2360477073
1907	0.2359648023
1908	0.2358702215
1909	0.2358120284
1910	0.2357533426
1911	0.2356834619
1912	0.2356288551
1913	0.2355679465
1914	0.235463445
1915	0.2353902177
1916	0.2353584024
1917	0.2353030911
1918	0.2352488165
1919	0.2351822944
1920	0.2351105814
1921	0.2350407441
1922	0.2349687257
1923	0.2349097917
1924	0.2348670389
1925	0.2347596442
1926	0.2346655938
1927	0.2345607512
1928	0.2344937206
1929	0.2344512803
1930	0.2343840338
1931	0.234320653
1932	0.2342752851
1933	0.2342281888
1934	0.2341480919
1935	0.2341032488
1936	0.2340505398
1937	0.2339999272
1938	0.2339342503
1939	0.2338989407
1940	0.2338481934
1941	0.2337983505
1942	0.233733036
1943	0.2336693453
1944	0.2336218282
1945	0.2335533595
1946	0.2334808868
1947	0.2334349533
1948	0.2333950405
1949	0.2333511317
1950	0.2332912368
1951	0.2332376459
1952	0.2331677537
1953	0.233128661
1954	0.2330663541
1955	0.2330138319
1956	0.2329576289
1957	0.2328803922
1958	0.2328113749
1959	0.2327484993
1960	0.2326653282
1961	0.2326022124
1962	0.2325411208
1963	0.2324680112
1964	0.2324298353
1965	0.2323775991
1966	0.2323218878
1967	0.2322790142
1968	0.2322489328
1969	0.2321614279
1970	0.2320920846
1971	0.2320440092
1972	0.2319632564
1973	0.231910395
1974	0.2318390474
1975	0.2317837072
1976	0.2317274892
1977	0.231662396
1978	0.2316309032
1979	0.2315346399
1980	0.2314678073
1981	0.2313733208
1982	0.2313194523
1983	0.2312046364
1984	0.2311478766
1985	0.2310971417
1986	0.231011686
1987	0.2309615574
1988	0.230950083
1989	0.2309037057
1990	0.2308543284
1991	0.2308403601
1992	0.2307895196
1993	0.2307172012
1994	0.2306433898
1995	0.2305866814
1996	0.2305142992
1997	0.230508833
1998	0.2304866047
1999	0.2304341226
