iter	Passed	Remaining
760	4949	8057
761	4955	8051
762	4961	8044
763	4967	8036
764	4974	8030
765	4980	8023
766	4986	8016
767	4993	8010
768	4999	8003
769	5005	7996
770	5012	7990
771	5018	7983
772	5025	7976
773	5032	7971
774	5039	7964
775	5045	7958
776	5052	7952
777	5058	7946
778	5065	7940
779	5073	7934
780	5082	7932
781	5089	7926
782	5096	7921
783	5103	7915
784	5110	7909
785	5117	7904
786	5123	7897
787	5129	7889
788	5136	7883
789	5143	7877
790	5149	7870
791	5155	7864
792	5161	7856
793	5167	7849
794	5174	7842
795	5180	7835
796	5186	7828
797	5192	7821
798	5198	7814
799	5205	7808
800	5212	7803
801	5219	7797
802	5226	7791
803	5233	7785
804	5239	7778
805	5246	7771
806	5252	7765
807	5259	7758
808	5265	7752
809	5272	7745
810	5279	7739
811	5285	7732
812	5291	7726
813	5298	7720
814	5305	7714
815	5311	7707
816	5317	7699
817	5324	7693
818	5330	7686
819	5336	7678
820	5342	7672
821	5348	7665
822	5354	7658
823	5360	7650
824	5367	7644
825	5373	7637
826	5380	7631
827	5386	7624
828	5393	7618
829	5400	7612
830	5406	7605
831	5412	7598
832	5418	7591
833	5425	7584
834	5431	7577
835	5438	7571
836	5445	7566
837	5451	7559
838	5457	7552
839	5464	7546
840	5470	7539
841	5477	7532
842	5483	7526
843	5489	7519
844	5495	7512
845	5502	7505
846	5508	7498
847	5514	7490
848	5520	7484
849	5527	7477
850	5533	7470
851	5539	7464
852	5545	7457
853	5551	7450
854	5558	7444
855	5565	7437
856	5571	7431
857	5578	7424
858	5584	7418
859	5590	7411
860	5597	7405
861	5604	7398
862	5610	7392
863	5617	7386
864	5624	7380
865	5633	7377
866	5641	7372
867	5648	7366
868	5655	7360
869	5663	7356
870	5670	7350
871	5677	7344
872	5686	7341
873	5693	7334
874	5699	7328
875	5705	7321
876	5712	7314
877	5718	7308
878	5725	7301
879	5732	7296
880	5738	7289
881	5745	7282
882	5751	7275
883	5757	7269
884	5763	7261
885	5770	7254
886	5776	7248
887	5783	7242
888	5791	7237
889	5797	7231
890	5805	7225
891	5812	7219
892	5818	7212
893	5825	7207
894	5833	7201
895	5840	7196
896	5846	7189
897	5853	7183
898	5860	7176
899	5867	7171
900	5874	7165
901	5880	7158
902	5886	7150
903	5892	7144
904	5899	7138
905	5907	7133
906	5913	7126
907	5920	7120
908	5928	7115
909	5935	7108
910	5942	7103
911	5948	7096
912	5955	7090
913	5961	7083
914	5968	7077
915	5975	7071
916	5981	7064
917	5989	7058
918	5995	7052
919	6003	7047
920	6012	7043
921	6019	7037
922	6026	7032
923	6034	7026
924	6041	7021
925	6049	7015
926	6057	7011
927	6064	7005
928	6071	6999
929	6079	6994
930	6087	6989
931	6093	6983
932	6101	6977
933	6107	6970
934	6114	6965
935	6121	6958
936	6128	6952
937	6135	6946
938	6142	6940
939	6148	6933
940	6154	6926
941	6160	6919
942	6167	6912
943	6173	6906
944	6180	6899
945	6187	6894
946	6194	6887
947	6200	6881
948	6225	6894
949	6232	6888
950	6238	6881
951	6246	6876
952	6253	6870
953	6260	6863
954	6266	6857
955	6275	6853
956	6283	6847
957	6289	6841
958	6296	6834
959	6302	6828
960	6309	6821
961	6316	6815
962	6323	6809
963	6329	6802
964	6336	6796
965	6343	6790
966	6349	6783
967	6356	6776
968	6362	6769
969	6369	6763
970	6375	6756
971	6381	6749
972	6388	6742
973	6394	6735
974	6400	6729
975	6409	6724
976	6415	6717
977	6423	6712
978	6430	6706
979	6437	6700
980	6443	6693
981	6450	6686
982	6457	6680
983	6463	6673
984	6472	6669
985	6478	6662
986	6485	6656
987	6491	6649
988	6498	6642
989	6505	6636
990	6511	6629
991	6517	6622
992	6523	6615
993	6530	6609
994	6537	6602
995	6543	6596
996	6550	6590
997	6557	6583
998	6565	6578
999	6571	6571
1000	6578	6565
1001	6584	6558
1002	6590	6551
1003	6597	6545
1004	6604	6538
1005	6611	6532
1006	6617	6525
1007	6624	6519
1008	6630	6512
1009	6637	6505
1010	6643	6498
1011	6649	6491
1012	6656	6485
1013	6662	6478
1014	6669	6472
1015	6675	6465
1016	6682	6459
1017	6689	6452
1018	6695	6445
1019	6701	6439
1020	6707	6432
1021	6714	6425
1022	6720	6418
1023	6726	6411
1024	6733	6404
1025	6739	6397
1026	6746	6391
1027	6752	6384
1028	6758	6377
1029	6765	6371
1030	6772	6364
1031	6779	6359
1032	6786	6352
1033	6793	6346
1034	6799	6339
1035	6807	6334
1036	6814	6327
1037	6821	6321
1038	6828	6315
1039	6834	6308
1040	6841	6302
1041	6847	6295
1042	6854	6289
1043	6861	6283
1044	6868	6277
1045	6875	6270
1046	6882	6264
1047	6890	6258
1048	6898	6253
1049	6904	6247
1050	6911	6240
1051	6917	6233
1052	6924	6227
1053	6931	6221
1054	6938	6214
1055	6945	6208
1056	6952	6202
1057	6958	6195
1058	6965	6189
1059	6971	6182
1060	6978	6175
1061	6984	6169
1062	6991	6162
1063	6998	6156
1064	7004	6149
1065	7011	6143
1066	7018	6137
1067	7026	6131
1068	7033	6125
1069	7039	6118
1070	7046	6112
1071	7053	6106
1072	7060	6099
1073	7066	6092
1074	7073	6086
1075	7079	6079
1076	7085	6072
1077	7091	6065
1078	7098	6058
1079	7105	6052
1080	7111	6045
1081	7118	6039
1082	7125	6033
1083	7132	6027
1084	7140	6021
1085	7146	6015
1086	7153	6008
1087	7160	6002
1088	7167	5995
1089	7173	5988
1090	7181	5983
1091	7187	5976
1092	7194	5970
1093	7200	5963
1094	7207	5957
1095	7214	5950
1096	7220	5943
1097	7226	5936
1098	7234	5931
1099	7241	5925
1100	7249	5919
1101	7256	5913
1102	7263	5906
1103	7270	5900
1104	7277	5894
1105	7284	5887
1106	7290	5881
1107	7297	5874
1108	7304	5868
1109	7311	5861
1110	7317	5855
1111	7323	5848
1112	7330	5841
1113	7336	5834
1114	7343	5828
1115	7349	5821
1116	7356	5815
1117	7363	5808
1118	7369	5802
1119	7376	5795
1120	7382	5788
1121	7388	5781
1122	7398	5777
1123	7405	5771
1124	7414	5766
1125	7422	5761
1126	7429	5755
1127	7436	5748
1128	7444	5743
1129	7452	5737
1130	7461	5732
1131	7468	5726
1132	7476	5721
1133	7483	5715
1134	7491	5709
1135	7499	5703
1136	7506	5697
1137	7512	5690
1138	7520	5684
1139	7528	5679
1140	7535	5673
1141	7542	5666
1142	7550	5661
1143	7558	5655
1144	7565	5649
1145	7572	5643
1146	7580	5637
1147	7587	5631
1148	7594	5624
1149	7602	5619
1150	7609	5612
1151	7617	5607
1152	7624	5601
1153	7631	5594
1154	7638	5588
1155	7645	5581
1156	7652	5575
1157	7659	5569
1158	7666	5563
1159	7673	5556
1160	7680	5550
1161	7688	5544
1162	7694	5537
1163	7701	5531
1164	7708	5524
1165	7715	5518
1166	7721	5511
1167	7728	5505
1168	7735	5499
1169	7742	5492
1170	7749	5486
1171	7757	5480
1172	7764	5474
1173	7771	5467
1174	7778	5461
1175	7785	5455
1176	7792	5448
1177	7811	5450
1178	7818	5444
1179	7824	5437
1180	7831	5431
1181	7839	5425
1182	7845	5418
1183	7852	5411
1184	7858	5404
1185	7865	5398
1186	7871	5391
1187	7878	5384
1188	7884	5377
1189	7890	5371
1190	7898	5364
1191	7905	5358
1192	7912	5352
1193	7918	5345
1194	7924	5338
1195	7931	5331
1196	7937	5324
1197	7944	5318
1198	7950	5311
1199	7957	5304
1200	7963	5297
1201	7969	5291
1202	7976	5284
1203	7982	5277
1204	7988	5270
1205	7995	5263
1206	8001	5256
1207	8007	5249
1208	8014	5243
1209	8021	5237
1210	8028	5230
1211	8035	5224
1212	8042	5217
1213	8049	5211
1214	8055	5204
1215	8063	5198
1216	8070	5192
1217	8078	5186
1218	8084	5179
1219	8092	5173
1220	8098	5167
1221	8105	5160
1222	8112	5154
1223	8118	5147
1224	8126	5141
1225	8132	5134
1226	8140	5128
1227	8147	5121
1228	8153	5114
1229	8159	5107
1230	8166	5101
1231	8173	5095
1232	8180	5088
1233	8187	5082
1234	8194	5075
1235	8201	5069
1236	8207	5062
1237	8213	5055
1238	8219	5048
1239	8226	5041
1240	8232	5035
1241	8238	5028
1242	8245	5021
1243	8251	5014
1244	8257	5007
1245	8264	5001
1246	8270	4994
1247	8277	4987
1248	8284	4981
1249	8291	4974
1250	8297	4967
1251	8303	4960
1252	8309	4953
1253	8315	4946
1254	8322	4940
1255	8328	4933
1256	8334	4926
1257	8341	4919
1258	8348	4913
1259	8355	4907
1260	8362	4900
1261	8369	4894
1262	8376	4887
1263	8382	4880
1264	8389	4874
1265	8396	4868
1266	8404	4862
1267	8412	4856
1268	8418	4849
1269	8425	4842
1270	8431	4836
1271	8438	4829
1272	8444	4822
1273	8450	4815
1274	8457	4809
1275	8464	4802
1276	8470	4795
1277	8477	4789
1278	8483	4782
1279	8490	4775
1280	8496	4769
1281	8503	4762
1282	8509	4755
1283	8515	4748
1284	8522	4741
1285	8529	4735
1286	8535	4728
1287	8541	4721
1288	8547	4714
1289	8554	4708
1290	8560	4701
1291	8567	4694
1292	8574	4688
1293	8580	4681
1294	8586	4674
1295	8593	4668
1296	8600	4661
1297	8607	4654
1298	8613	4648
1299	8619	4641
1300	8626	4634
1301	8633	4628
1302	8639	4621
1303	8646	4615
1304	8654	4608
1305	8661	4602
1306	8669	4596
1307	8675	4589
1308	8682	4583
1309	8688	4576
1310	8696	4570
1311	8702	4563
1312	8710	4557
1313	8717	4551
1314	8724	4544
1315	8731	4538
1316	8738	4531
1317	8745	4525
1318	8751	4518
1319	8757	4511
1320	8764	4505
1321	8770	4498
1322	8777	4491
1323	8784	4485
1324	8790	4478
1325	8797	4471
1326	8803	4464
1327	8810	4458
1328	8817	4451
1329	8824	4445
1330	8830	4438
1331	8836	4431
1332	8842	4424
1333	8849	4418
1334	8856	4411
1335	8862	4404
1336	8869	4398
1337	8875	4391
1338	8881	4384
1339	8888	4377
1340	8894	4370
1341	8901	4364
1342	8907	4357
1343	8913	4350
1344	8920	4344
1345	8928	4338
1346	8934	4331
1347	8941	4324
1348	8948	4318
1349	8956	4312
1350	8963	4306
1351	8970	4299
1352	8978	4293
1353	8986	4287
1354	8993	4280
1355	9001	4275
1356	9009	4269
1357	9016	4262
1358	9023	4255
1359	9029	4249
1360	9037	4243
1361	9044	4236
1362	9051	4230
1363	9057	4223
1364	9064	4216
1365	9071	4210
1366	9077	4203
1367	9084	4196
1368	9091	4190
1369	9098	4184
1370	9105	4177
1371	9112	4171
1372	9120	4164
1373	9128	4158
1374	9135	4152
1375	9142	4146
1376	9148	4139
1377	9156	4132
1378	9163	4126
1379	9170	4120
1380	9178	4113
1381	9187	4108
1382	9195	4102
1383	9203	4096
1384	9212	4090
1385	9219	4084
1386	9226	4077
1387	9233	4071
1388	9240	4064
1389	9248	4058
1390	9255	4052
1391	9262	4045
1392	9269	4039
1393	9276	4032
1394	9283	4026
1395	9289	4019
1396	9296	4012
1397	9302	4005
1398	9309	3999
1399	9315	3992
1400	9322	3986
1401	9329	3979
1402	9335	3972
1403	9343	3966
1404	9349	3959
1405	9355	3952
1406	9362	3945
1407	9368	3938
1408	9374	3932
1409	9381	3925
1410	9387	3918
1411	9395	3912
1412	9401	3905
1413	9408	3898
1414	9414	3892
1415	9420	3885
1416	9426	3878
1417	9433	3871
1418	9439	3865
1419	9446	3858
1420	9452	3851
1421	9458	3844
1422	9465	3838
1423	9472	3831
1424	9478	3824
1425	9484	3817
1426	9491	3811
1427	9498	3804
1428	9504	3797
1429	9510	3791
1430	9517	3784
1431	9523	3777
1432	9529	3770
1433	9536	3763
1434	9542	3757
1435	9548	3750
1436	9555	3743
1437	9562	3737
1438	9568	3730
1439	9575	3723
1440	9581	3716
1441	9588	3710
1442	9596	3704
1443	9603	3697
1444	9610	3691
1445	9616	3684
1446	9623	3677
1447	9630	3671
1448	9636	3664
1449	9643	3658
1450	9650	3651
1451	9657	3644
1452	9663	3637
1453	9669	3631
1454	9676	3624
1455	9683	3618
1456	9689	3611
1457	9696	3604
1458	9704	3598
1459	9711	3592
1460	9718	3585
1461	9725	3578
1462	9733	3572
1463	9740	3566
1464	9747	3559
1465	9754	3553
1466	9760	3546
1467	9767	3539
1468	9774	3533
1469	9781	3526
1470	9787	3519
1471	9794	3513
1472	9800	3506
1473	9807	3499
1474	9813	3492
1475	9820	3486
1476	9826	3479
1477	9833	3473
1478	9840	3466
1479	9847	3459
1480	9854	3453
1481	9861	3446
1482	9867	3440
1483	9873	3433
1484	9879	3426
1485	9886	3419
1486	9892	3412
1487	9899	3406
1488	9905	3399
1489	9911	3392
1490	9918	3385
1491	9924	3379
1492	9930	3372
1493	9937	3365
1494	9943	3358
1495	9949	3352
1496	9956	3345
1497	9962	3338
1498	9968	3331
1499	9974	3324
1500	9981	3318
1501	9987	3311
1502	9993	3304
1503	10000	3297
1504	10006	3291
1505	10012	3284
1506	10019	3277
1507	10025	3270
1508	10032	3264
1509	10039	3257
1510	10045	3251
1511	10051	3244
1512	10057	3237
1513	10063	3230
1514	10069	3223
1515	10076	3217
1516	10083	3210
1517	10089	3203
1518	10095	3196
1519	10102	3190
1520	10109	3183
1521	10115	3176
1522	10121	3170
1523	10127	3163
1524	10134	3156
1525	10141	3150
1526	10148	3143
1527	10154	3136
1528	10161	3130
1529	10167	3123
1530	10173	3116
1531	10179	3109
1532	10185	3102
1533	10192	3096
1534	10199	3089
1535	10205	3083
1536	10213	3076
1537	10219	3069
1538	10226	3063
1539	10233	3056
1540	10240	3050
1541	10246	3043
1542	10254	3037
1543	10261	3030
1544	10268	3023
1545	10275	3017
1546	10282	3011
1547	10289	3004
1548	10295	2997
1549	10302	2991
1550	10309	2984
1551	10316	2977
1552	10323	2971
1553	10330	2964
1554	10336	2958
1555	10342	2951
1556	10349	2944
1557	10355	2937
1558	10362	2931
1559	10369	2924
1560	10375	2918
1561	10382	2911
1562	10388	2904
1563	10395	2897
1564	10402	2891
1565	10410	2885
1566	10417	2878
1567	10424	2872
1568	10430	2865
1569	10436	2858
1570	10442	2851
1571	10449	2844
1572	10456	2838
1573	10462	2831
1574	10468	2824
1575	10475	2818
1576	10482	2811
1577	10488	2804
1578	10494	2798
1579	10501	2791
1580	10507	2784
1581	10514	2778
1582	10521	2771
1583	10531	2765
1584	10537	2759
1585	10544	2752
1586	10550	2745
1587	10557	2739
1588	10564	2732
1589	10571	2726
1590	10579	2719
1591	10585	2712
1592	10592	2706
1593	10599	2699
1594	10606	2693
1595	10613	2686
1596	10620	2680
1597	10627	2673
1598	10633	2666
1599	10640	2660
1600	10647	2653
1601	10653	2646
1602	10660	2640
1603	10667	2633
1604	10674	2627
1605	10682	2620
1606	10689	2614
1607	10696	2607
1608	10705	2601
1609	10712	2594
1610	10720	2588
1611	10727	2582
1612	10735	2575
1613	10743	2569
1614	10750	2562
1615	10758	2556
1616	10765	2549
1617	10772	2543
1618	10780	2536
1619	10788	2530
1620	10795	2524
1621	10802	2517
1622	10808	2510
1623	10815	2504
1624	10823	2497
1625	10829	2490
1626	10835	2484
1627	10842	2477
1628	10849	2470
1629	10856	2464
1630	10862	2457
1631	10868	2450
1632	10875	2444
1633	10882	2437
1634	10889	2430
1635	10895	2424
1636	10902	2417
1637	10908	2410
1638	10915	2404
1639	10921	2397
1640	10927	2390
1641	10934	2383
1642	10940	2377
1643	10947	2370
1644	10954	2364
1645	10960	2357
1646	10967	2350
1647	10973	2343
1648	10980	2337
1649	10986	2330
1650	10993	2323
1651	10999	2317
1652	11005	2310
1653	11011	2303
1654	11018	2296
1655	11025	2290
1656	11032	2283
1657	11038	2276
1658	11044	2270
1659	11051	2263
1660	11058	2256
1661	11065	2250
1662	11072	2243
1663	11081	2237
1664	11087	2230
1665	11094	2224
1666	11100	2217
1667	11107	2210
1668	11113	2204
1669	11121	2197
1670	11127	2190
1671	11133	2184
1672	11140	2177
1673	11147	2170
1674	11153	2164
1675	11159	2157
1676	11166	2150
1677	11172	2144
1678	11179	2137
1679	11185	2130
1680	11192	2123
